,Title,Authors,Link,Abstract,Keywords
140,بررسی عوامل مؤثر بر تبعیض جنسیتی دستمزد در ایران,"['نازنین  بیداربخت نیا', 'علیرضا  جرجرزاده']",https://jte.ut.ac.ir/article_71285_265b32283433396b6dfe41978db4e4cd.pdf,"پژوهش حاضربه بررسی عوامل مؤثر بر شکاف جنسیتی دستمزد در ایران می‌پردازد. پایه نظری این مطالعه مبتنی بر مدل نیومارک (1988) است که برچارچوب شکاف جنسیتی اوزاکاو بلیندر (1973) قرار دارد. این مدل بر روی داده‏ های طرح نیروی کار سال 1393 کشور ایران پیاده سازی شدهاست. نتایج پژوهش نشان می‌دهد که متوسط بالاتر میزان تحصیلات در بین زنان شاغل موجب کاستن از شکاف جنسیتی دستمزد در بین شاغلان کشور شده است. با این حال تبعیض جنسیتی دستمزد برای کار برابر و میزان تحصیلات برابر به میزان چشمگیری وجود دارد. این شکاف در بخش خصوصی بیش از بخش عمومی است. بخش خصوصی سهم قابل توجهی از اشتغال را در بردارد و در عین حال هم دستمزد کمتری پرداخت می‌کند و هم در مقایسه با بخش عمومی شکاف جنسیتی بیشتری در پرداخت دستمزدهای این بخش وجود دارد. طبقهبندیJEL:J31 ,J16 ,J21","['نیروی کار', 'جمعیت شاغل', 'تبعیض جنسیتی دستمزد', 'شکاف جنسیتی دستمزد', 'مشارکت اقتصادی', 'اشتغال زنان']"
141,تأثیر هدفمندسازی یارانه‌ها بر هزینه‌های غیر خوراکی خانوارهای روستایی به تفکیک استان‌های کشور,"['علی  رهنما', 'محمود  هاشمی تبار', 'احمد  اکبری']",https://jte.ut.ac.ir/article_71286_14f722b3d8c91140519ad7d5c92fd8ea.pdf,"یکی از سیاست‌های مهم اقتصادی در بیشتر کشورها حمایت از تولیدکننده یا مصرف‌کننده از طریق پرداخت یارانه است. از سوی دیگر، برخی اقتصاددانان بر این باورند که سیاست‌های حمایتی سبب تحریف قیمت­های بازار و هزینه تولید و تخصیص نامطلوب نهاده­ها و کاهش رفاه اجتماعی در بلندمدت می­شود. این تحقیق به‌دنبال بررسی تأثیر هدفمندسازی یارانه­ها بر هزینه­های غیرخوراکی خانوارهای روستایی به تفکیک استان­های کشور در بازه زمانی 1394-1387 با استفاده از روش پانل دیتا می­باشد. بر این اساس، استان­های کشور به سه دسته استان­های با سطح توسعه­یافتگی پایین و خیلی پایین، استان­های با سطح توسعه ­یافتگی متوسط و استان­های با سطح توسعه یافتگی بالا و خیلی بالا تقسیم شده‌اند. نتایج تحقیق نشان می‌دهد که در گروه استان­های با سطح توسعه یافتگی پایین و خیلی پایین و بالا و خیلی بالا، هدفمندسازی یارانه­ها تأثیر منفی و معنی­داری بر هزینه­های غیرخوراکی خانوارهای روستایی دارد. به‌عبارت دیگر، در این گروه از استان­ها، با انجام هدفمندسازی یارانه­ها، خانوارهای روستایی تمایل بیشتر به مصرف مواد خوراکی از خود نشان داده‌اند. همچنین، در هر سه گروه استان­های مورد مطالعه، متوسط درآمد تأثیر مثبت و معنی­داری بر هزینه­های غیرخوراکی خانوارهای روستایی داشته است.    طبقه­بندی JEL: C23, E64, R28","['هدفمندسازی یارانه\xadها', 'هزینه\xadهای غیرخوراکی', 'توسعه\xadیافتگی استان\xadهای کشور', 'خانوارهای روستایی', 'الگوی پانل دیتا']"
142,ارزیابی نظریه هکشر-اهلین- ونک (H-O-V) در گسترش روابط تجاری ایران با دامنه‌ای از شرکای تجاری خود,"['فریباالسادات  عقیلی', 'سید کمیل  طیبی', 'کریم  آذربایجانی']",https://jte.ut.ac.ir/article_71074_145595fff781c3561f86c17219789cca.pdf,"بسط الگوی دو عاملی (نیروی­کار و سرمایه) از طریق افزودن عواملی مانند سرمایه انسانی، سرمایه دانش و مخارج تحقیق و توسعه (R&D) که در نظریه (­H-O-V) مطرح شده، نشان دهنده­ مزیت­های واقعی کشورها و یکی از اولویت­ها و الزامات سیاست گذاران اقتصادی برای دستیابی به راهبرد توسعه صادرات است. از این رو در این پژوهش تلاش شده است که روابط تجاری ایران با شرکای عمده­ی تجاری­اش (چین، امارات، عراق، ترکیه، کره جنوبی، هند، ژاپن، روسیه و آلمان) براساس نظریه (H-O-V) مورد مطالعه قرار گیرد تا گسترش روابط تجاری در چهارچوب شدت عامل­بری صادرات ارزیابی شود. نوآوری این مطالعه در نظر گرفتن چندین عامل تولید شامل نیروی کار ماهر، نیروی کار غیرماهر، سرمایه ­انسانی، سرمایه ­فیزیکی، سرمایه­ دانش، مخارج تحقیق و توسعه، بهره‏وری و انرژی به‌عنوان فهرست عوامل صادرات این کشورها در دوره زمانی 1990-2016 است. با توجه به این­که تخصیص مخارج تحقیق و توسعه (R&D) در روابط تجاری بین کشورهای توسعه یافته و در حال توسعه از توزیع یکسانی پیروی نمی‌کند و براساس ادبیات تجربی نمی­توان انتظاری از نوع علامت این ارتباط با صادرات داشت چون در مطالعات مختلف، این متغیر رفتار متفاوتی را از خود نشان داده است، به همین دلیل تحلیل روابط دو جانبه در آن محدود به یک رابطه پارامتری نمی‌شود، این در حالی است که سایر عوامل اثر مشخص و پارامتریکی بر تجارت دارند، بنابراین در این پژوهش از تصریح شبه پارامتریک برای مدل صادرات ایران و شرکای تجاری در محیط داده‏های تابلویی استفاده شده است. نتایج برآوردی نشان می­دهد که سرمایه ­انسانی، نیروی کار ماهر و سرمایه ­دانش که در فهرست عوامل قرار گرفته‌اند، بیشترین تأثیر را بر جریان صادراتی ایران و شرکای تجاری به‌عنوان مبادلات مزیت‌دار بین آن­ها داشته‌اند. همچنین بخش ناپارامتریک مدل نشان می­دهد که درصد بالایی از مخارج تحقیق و توسعه تأثیر به‌سزایی بر جریان صادراتی این کشورها دارد. طبقه­بندیJEL: C14, F14","['ظریه هکشر- اهلین- ونک (H-O-V)', 'فهرست\xad عوامل', 'مدل صادرات', 'ایران و شرکای تجاری', 'روش شبه پارامتریک']"
143,اثر پیمان تجاری ایران - ترکیه بر حجم واردات و قاچاق بین دو کشور,"['سلمان  فرج\u200cنیا', 'کوثر  یوسفی']",https://jte.ut.ac.ir/article_71287_61278c194610a877e2ff46e986d29b53.pdf,"توافقات ترجیحی نوعی از پیمان‌‌های تجاری هستند که طی آن دو کشور در لیست مشخص و محدودی از کالاها به یکدیگر تخفیفات تعرفه‌ای اعطا می‌نمایند. توافق ترجیحی ایران و ترکیه در سال ۱۳۹۴ از زوایای مختلفی مورد انتقادات توصیفی بوده‌است؛ لیکن این موارد کمتر به‌صورت آماری بررسی شده‌اند. مطالعه‌ی حاضر با استفاده از داده‌های مبادلات ایران، ترکیه و سایر کشورها (۱۳۹۰ - ۱۳۹۶) و روش تفاضل در تفاضل با اثرات ثابت، اثر این توافق را بر سهم بازار ترکیه در ایران و نیز، مبادلات غیررسمی بین دو کشور ارزیابی می‌نماید. نتایج نشان می‌دهد، در اثر توافق ترجیحی سهم بازار کالاهای ترجیحی ترک نسبت به سایر کالاهای ترک و نسبت به مبادلات با سایر کشورها به ترتیب ۱۰% و ۳۵% افزایش یافته است. این نتایج نسبت به انتخاب گروه‌های مختلف کنترلی، تصریح‌های مختلف (اثرات ثابت، حداقل مربعات) و فروض مختلف نسبت به واریانس (واریانس ناهمسانی، خوشه‌بندی) مستحکم است. نتایج مطالعه‌ی حاضر اثر معناداری بر کاهش حجم تجارت غیررسمی (قاچاق) بین دو کشور نشان نمی‌دهد. همچنین، با استفاده از مدل لاجیت، نشان داده می‌شود سیاست‌گذار برای انتخاب لیست ترجیحی دو فاکتور بهبود رابطه‌ی مبادله و کاهش حجم تجارت غیررسمی را در نظر داشته‌است. برای بهبود رابطه مبادله از شاخص «حجم واردات» استفاده شده است. زیرا هرچه‌ این حجم بزرگتر باشد، کشش قیمتی صادرات نسبت به تعرفه‌های وارداتی در مقصد بیشتر است. نتایج نشان می‌دهند نسبت شانس (odds ratio) قرار گرفتن در لیست ترجیحی به‌ازای هر یک‌درصد حجم بالاتر از واردات و قاچاق در سال‌های قبل از توافق، به ترتیب، ۱۷۰% و ۲۰۰% افزایش می‌یابد. طبقه بندی JEL:F1, F13, F14, F15, F53","['سیاست تجاری', 'توافق ترجیحی', 'مطالعات تجربی تجارت', 'واردات غیررسمی', 'تفاضل در تفاضل']"
144,بررسی همگرایی شاخص قیمت مصرف‌کننده بین استان‌های ایران با استفاده از روش تحلیل خوشه‌ای,"['احمد  محمدی', 'سروه  عبدالکریمی آذر', 'علی  فقه مجیدی']",https://jte.ut.ac.ir/article_71288_37e1adc21c4a8101f466b975b2740b04.pdf,"در این پژوهش فرضیه همگرایی شاخص قیمت­ مصرف­کننده استان­های کشور با استفاده از روش تحلیل خوشه­ای طی دوره زمانی 1382 تا 1395 مورد بررسی قرار گرفته است. باوجود شباهت­های بسیاری که میان استان­های کشور از نظر عوامل مؤثر بر سطح قیمت­های عمومی وجود دارد، اما نتایج به­دست آمده براساس روش خوشه­ای، وجود همگرایی سطح قیمت­ها میان استان­های ایران را به ­طور کلی تأیید نمی­کند. با این وجود، سه خوشه همگرا در میان استان‏های کشور مشاهده می­شود. 19 استان در خوشه اول، 3 استان در خوشه دوم، 4 استان در خوشه سوم قرار داشته و استان تهران نیز، یک خوشه غیرهمگرا را تشکیل می­دهد. ارتباط خاصی میان استان­های واقع در هر خوشه بر اساس سطح توسعه­یافتگی، جغرافیا و جمعیت وجود ندارد. رد فرضیه همگرایی شاخص قیمت مصرف­کننده و خوشه­ای شدن آن دلالت بر چندپارچگی بازارها در ایران، متفاوت بودن سطح هزینه­های زندگی و پایداری آن در طول زمان و متفاوت بودن تأثیرات سیاست‌های پولی بر سطح قیمت­ها در استان­ها دارد. طبقه بندی JEL: C32, E31, F15","['همگرایی', 'شاخص قیمت مصرف\xadکننده', 'تحلیل خوشه\xadای', 'ایران', 'هزینه\u200fهای زندگی']"
145,اثر تکانه‌های صادرات نفت و تعامل آن با قدرت انحصاری بر متغیرهای کلان اقتصاد ایران: رهیافت DSGE,"['تیمور  محمدی', 'عباس  شاکری', 'معصومه  امامی کلائی', 'ناصرعلی  یداله زاده طبری']",https://jte.ut.ac.ir/article_71337_4feca967dd555942db039ffd8a1f549d.pdf,"با توجه به ماهیت نوسانی قیمت نفت در بازار جهانی که با تکانه‌های مثبت و منفی متعددی مواجه بوده است، در این مطالعه قصد داریم تکانه کاهش قیمت نفت و تکانه مارک آپ را که بیانگر ساختار انحصاری صنایع است، بر متغیرهای کلان اقتصادی بررسی کنیم. برای این منظور، از روش تعادل عمومی پویای تصادفی برای شبیه سازی اقتصاد ایران در دوره 1338-1394 استفاده شده است. نتایج نشان می‌دهد، مارک آپ بر روی تولید ناخالص داخلی، صادرات، سرمایه‌گذاری و مصرف تأثیر منفی دارد. همچنین مطابق انتظار، مارک آپ تورم را افزایش می‌دهد لذا می‌توان نتیجه گرفت افزایش مارک آپ اثرات منفی بر وضعیت رفاه افراد دارد. همچنین تکانه منفی قیمت نفت مصرف و واردات را افزایش، سرمایه‌گذاری و تقاضای کار را کاهش می‌دهد. نتیجه نهایی این‌که به علت وابستگی اقتصاد به درآمدهای نفتی و کاهش آن و همچنین افزایش مارک آپ در سال‌های اخیر، تولید ناخالص داخلی و سرمایه‌گذاری در کشور کاهش یافته است.  طبقه‏بندی JEL: E27, E31, J21, L11, L12, L16","['رکود تورمی', '\u200c ساختار انحصاری', 'تکانه مارک آپ', 'شوک نفت', 'مدل تعادل عمومی پویای تصادفی']"
146,تحلیل تجربی اثر مستقیم بیکاری بر اقتصاد سایه در ایران (رویکرد تقاضای پول),"['مجید  مداح', 'محبوبه  فراهتی']",https://jte.ut.ac.ir/article_71338_6459804b89b37892943baf440a4e23a6.pdf,ادبیات اقتصاد سایه بر نقش بیکاری بر رشد فعالیت‌های غیر قانونی – اقتصاد سایه – تأکید دارد. گرچه مطالعات مختلفی در شناسایی عوامل مؤثر بر رشد اقتصاد سایه انجام شده است؛ اما به‌طور محدودی اثر مستقیم نرخ بیکاری بر اقتصاد سایه از لحاظ تجربی مورد بررسی قرار گرفته است. در این مقاله ابتدا با استفاده از روش تقاضای پول اندازه اقتصاد سایه در ایران طی سال‌های (1355-1394) برآورد می‌شود و سپس با توجه به نقش بار مالیاتی و نرخ بیکاری در شکل گیری اقتصاد سایه، میزان اثر متغیرهای توضیح دهنده اقتصاد سایه در واریانس آن در ایران اندازه‌گیری می‌شوند. نتایج حاصل از تخمین رابطه تقاضای پول در چارچوب مدل خودرگرسیون با وقفه توزیعی نشان می-دهند: اولا: به‌طور متوسط 35/16 درصد از تولید رسمی به فعالیت‌های اقتصاد سایه اختصاص دارد و نسبت اقتصاد سایه به تولید ناخالص داخلی در دوره تحت بررسی افزایش یافته است. ثانیاً: بار مالیاتی و نرخ بیکاری دارای اثر مثبت و معنی‌داری بر اندازه اقتصاد سایه هستند ثالثا اثر مستقیم و معنی‌دار نرخ بیکاری بر روند اقتصاد سایه تأیید می‌شود و بر اساس یافته‌های حاصل از تجزیه اندازه اقتصاد سایه بر حسب عوامل تشکیل دهنده آن، به‌طور متوسط در دوره تحت بررسی،,"['اقتصاد سایه', 'نرخ بیکاری', 'تقاضای پول', 'مدل خودرگرسیون با وقفه توزیعی', 'اقتصاد ایران']"
147,نقش تجارت در اثرگذاری شوک‌های نفتی بر رشد اقتصادی کشورهای واردکننده و صادرکننده نفت,"['سعید  مشیری', 'الهام  خیراندیش']",https://jte.ut.ac.ir/article_71339_9a07065995fbb442c0f82b1e78235afe.pdf,تجربه جهانی نشان داده است که قیمت نفت یکی از محرک­های مهم اقتصاد کشورهای درگیر تجارت آن است. نفت می­تواند اقتصاد این کشورها را چه به‌صورت مستقیم و چه به‌صورت غیرمستقیم از طریق تجارت با سایر کشورهای متأثر از قیمت این کالای اولیه، تحت تأثیر قرار دهد. در این مقاله، آثارمستقیم و غیرمستقیم (سرریز) شوک­های قیمتی نفتی برکشورهای صادرکننده و واردکننده نفت به تفکیک کشورهای توسعه­یافته و در حال توسعه، با استفاده از روشخودرگرسیون برداری برآورد شده است. از ویژگی‌های مهم این مطالعه، اندازه­گیری آثار مستقیم و غیرمستقیم ناشی از تجارت بین‌المللی در چارچوب یک مدل سیستمی پویا و شمول سی اقتصاد بزرگ جهان که بیش از 73 درصد کل اقتصاد جهان را در اختیار دارند، می­باشد. نتایج برآورد مدل برای دوره 2015-1980 نشان می­دهد که کشورهای واردکننده نفت چه توسعه­یافته و چه در حال توسعه­، از افزایش قیمت نفت به طور مستقیم متضرر می­شوند اما اثر غیرمستقیم برای کشورهای توسعه یافته منفی و برای کشورهای در حال توسعه مثبت است. هم چنین، اثر افزایش قیمت نفت در کشورهای توسعه­یافته صادرکننده نفت منفی است که می­تواند به‌دلیل ساختار صنعتی آن­ها که متکی به واردات نفت هستند، باشد. اثر شوک­های افزایش قیمت نفت بر اقتصاد کشورهای صادرکننده نفت در حال توسعه مثبت ولی اثر غیرمستقیم آن به‌دلیل مراودات تجاری بالای این کشورها با کشورهای صنعتی واردکننده نفت، منفی است. طبقه­بندی JEL:F00،F40 ، O40، Q43,"['شوک\xadهای نفتی', 'رشد اقتصادی', 'خودرگرسیون برداری', 'تجارت بین\u200cالملل']"
148,"بررسی عقد ""قرض"" به‌عنوان یک قرارداد سودآور در بانک‬داری اسلامی",['مهدی  ناجی'],https://jte.ut.ac.ir/article_71340_884bc1da52a2121d2b79576ec58a15db.pdf,"از آن جایی که اصلیترین انگیزه بانک به‌عنوان یک بنگاه اقتصادی کسب سود است، حرمت مطالبه سود در قرارداد قرض عملا این قرارداد را در بانک‌داری اسلامی به حاشیه رانده و موجب شده در این نوع بانک‌داری، برخلاف بانک‌داری متعارف، سایر عقود جایگزین عقد قرض شوند. هرچند به‌کارگیری قرارداد قرض در معاملات اسلامی با محدودیتهای جدی روبهرو است، این قرارداد، خصوصاً در زمینه بانک‎داری، دارای مزایای حقوقی و اقتصادی چشمگیری نسبت به سایر عقود است که نمیتوان نقش آنها را در بهبود سیستم بانکداری بدون ربا نادیده گرفت. پرسش اصلی این پژوهش آن است که آیا در یک نظام بانک‎داری بدون ربا، استفاده از عقد قرض در معاملات سودآور بانکی امکان‎پذیر است؟ این مقاله به روش توصیفی و تحلیل محتوا در پی اثبات این فرضیه است که عقد قرض این قابلیت را دارد که مانند سایر عقود اسلامی در یک نظام بانکی بدون ربا، و در یک چارچوب سودآور برای بانک به‌کار گرفته شود. این پژوهش با بررسی ویژگی‌های عقد قرض و ضرورت تفکیک مفهوم عام ""قرض"" در شریعت اسلامی از مفهوم خاص ""قرض‎الحسنه""؛ با برشمردن مزایای این عقد، مکانیزمی پیشنهاد می‎کند که براساس آن قرارداد قرض در بستری سودآور و غیرربوی در یک نظام بانکی قابل استفاده است. طبقه‌بندی JEL:E00, E02, E4, E5","['بانکداری بدون ربا', 'قرارداد قرض', 'نرخ بهره']"
149,تحرک فنی و اقتصادی در صنایع ایران، مورد مطالعه: شرکت‏های پذیرفته شده در بورس اوراق بهادار تهران,"['فرشاد  حسینی', 'احمد  صدرائی جواهری']",https://jte.ut.ac.ir/article_70068_2348dde5fcb6ebaf12ce550bb8e318eb.pdf,"رقابت­ ذیری از موضوعات اصلی و مهم در اقتصاد به شمار می­رود که از آن به‌عنوان ابزاری برای رشد مطلوب و توسعه پایدار یاد می ­شود. در این تحقیق رقابت‌پذیری صنایع مورد پذیرش در بورس اوراق بهادار تهران که بیشتر از 2 بنگاه در بازه زمانی 1395-1386 داشته‏اند، مورد مطالعه قرار گرفته است. برای مطالعه رقابت­ پذیری تحرک معیارهای عملکرد فنی و عملکرد اقتصادی به دو روش مورد بررسی قرار گرفته‏ اند. یکی منحنی سالتر که یک روش کیفی است و دیگری به‏ کارگیری شاخص ­های تحرک حاصل از زنجیره مارکوف که روشی کمی می­ باشد. نتایج نشان می ‏دهد که تحرک فنی در صنایع مورد مطالعه بالاتر از تحرک اقتصادی می ­باشد. هم‌چنین نتایج حاصل از شاخص ­های تحرک نشان داده‏ اند که تحرک فنی در صنعت رایانه و فعالیت­ های وابسته به آن و تحرک اقتصادی در صنعت حمل و نقل و ارتباطات نسبت به دیگر صنایع مقدار بیشتری دارند. طبقه‌بندی  JEL: C81 ,D24 ,D21, D41,D22","['شاخص تحرک', 'تحرک فنی', 'تحرک اقتصادی', 'رقابت\xadپذیری', 'منحنی سالتر']"
150,تجزیه رفتار شدت انرژی با تأکید بر زیرساخت‌های اقتصادی و نهادی: شواهدی از ایران و کشورهای منتخب,"['کیومرث  حیدری', 'سمیه  صادقی']",https://jte.ut.ac.ir/article_70069_118a6c215035b75be06d6f25c33fe295.pdf,هدف این تحقیق، بررسی عامل اصلی هدایت کننده تغییرات شدت انرژی ایران و کشورهای منتخب طی دوره زمانی 2015-1990 با استفاده از رویکرد تجزیه و با تمرکز بر زیرساخت‌های اقتصادی و نهادی است. بدین منظور، نمونه­ای از کشورها شامل انگلستان، آلمان، ژاپن، ترکیه، عربستان، چین، ایران و روسیه بر اساس شاخص­های کلان اقتصادی و نهادی گروه­بندی شده­اند. گروه اول؛ کشورهایی که از شاخص­های کلان اقتصادی و سطوح کیفیت نهادی بالایی برخوردارند. گروه دوم؛ کشورهایی که از نظر شاخص­های کلان اقتصادی و سطوح کیفیت نهادی در رده متوسط قرار می­گیرند. گروه سوم؛ کشورهایی که شاخص­های کلان اقتصادی و سطوح کیفیت نهادی پایینی دارند و هم‌چنین نقش دولت در اقتصاد پررنگ است. تحلیل وضعیت شاخص­های کلان اقتصادی- نهادی و شدت انرژی در کشورهای مورد بررسی نشان می­دهد که هر چه اقتصادها آزادتر و از سطوح کیفیت نهادی بالاتری برخوردار باشند، سطوح شدت انرژی کاهش می­یابد. هم‌چنین نتایج حاصل از تجزیه تغییرات شدت انرژی با استفاده از شاخص ایده آل فیشر نشان می­دهند که در کشورهای گروه اول (آلمان، انگلستان و ژاپن)، عامل اصلی هدایت کننده تغییرات شدت انرژی، بهبود کارایی است. در مقابل، کشورهای گروه دوم (ترکیه و عربستان) و گروه سوم (ایران، روسیه و چین) رفتار شدت انرژی متفاوتی دارند. در ترکیه در بیشتر سال‌ها، بهبود کارایی در مصرف انرژی به‌عنوان اثر غالب در توضیح تغییرات شدت انرژی بوده، اما در عربستان تغییرات ساختاری در جهت فعالیت­های انرژی­بر، اثر بهبود کارایی را خنثی کرده است. هم‌چنین در دو کشور روسیه و ایران، عامل اصلی در توضیح تغییرات شدت انرژی، عدم کارایی بوده، اما در کشور چین، بهبود کارایی هدایت‌کننده اصلی کاهش شدت انرژی نسبت به سال پایه می­باشد. طبقه‌بندی  JEL: Q49، Q43,"['شدت انرژی', 'کیفیت نهادی', 'درجه\u200cی باز بودن اقتصادی', 'رویکرد تجزیه']"
151,تحلیل پویایی صادرات غیرنفتی ایران: نتایج جدید با کمک نظریه پیچیدگی اقتصادی,"['امید  رنجبر', 'حسن  ثاقب', 'صادق  ضیائی بیگدلی']",https://jte.ut.ac.ir/article_70071_884c7058d26b2bb44fc8e1f95ef7d1a5.pdf,"نظریه پیچیدگی اقتصادی که در سال‌های اخیر توسط اقتصاددانان توسعه هاروارد و ام آی تی مطرح شده است، بر ضرورت توجه به قابلیت‌ها و توانمندی‌های انباشته شده هر کشور در جهت تغییر ساختاری و ارتقاء سطح پیچیدگی اقتصادی تأکید دارد. در مقاله حاضر برای اولین بار پویایی‌های صادرات محصولات غیرنفتی ایران با کمک نظریه پیچیدگی اقتصادی طی دوره 2015-1997 بررسی شده است. نتایج تحقیق نشان دهندۀ کاهش سهم محصولات پیچیده با قدرت متنوع‌سازی بالا در سبد صادراتی از سال‌های میانی دهه 1380 است. هم‌چنین بر اساس محاسبات تحقیق، درجه نفوذ در بازار صادراتی موجود، رشد تقاضای جهانی، افزایش نرخ ارز و درجه نفوذ در فضای محصولی، محرک­های اصلی تنوع و رشد سبد صادراتی محسوب می­شوند. طبقه‌بندی JEL:F11 ,F14 ,O14 ,C23","['صادرات غیرنفتی', 'مزیت نسبی آشکار شده', 'نظریه پیچیدگی اقتصادی', 'نظریه فضای محصولی', 'شاخص چگالی', 'داده\u200cهای پانلی پویا', 'ایران']"
152,تفکیک عوامل پایه ای از عوامل غیرپایه ای در یک الگوی تفاضلی تصادفی برای اقتصاد ایران,"['مهدی  صارم', 'حسین  مرزبان']",https://jte.ut.ac.ir/article_70070_eccb7b076e6797e42cb6edeb263aadb7.pdf,"الگوهای تفاضلی تصادفی خطی به دو دسته معین و نامعین تقسیم می­ شوند. در الگوهای معین، مسیر پویای متغیرهای الگو صرفا متأثر از عوامل و شوک­ های پایه ­ای اقتصاد و در الگوهای نامعین، عوامل غیرپایه ­­ای نیز بر این مسیر پویا می­ توانند مؤثر باشند، لذا برآورد الگوهای نامعین و تفکیک اثرات شوک ­های پایه ­ای از غیرپایه ­ای بخشی از مبانی نظری چنین الگوهایی را تشکیل می­ دهد. در مطالعه حاضر با استفاده از داده­ های فصلی دوره 1369-1395 دو الگوی معین و نامعین برای اقتصاد ایران برآورد شده است. نتایج نشان ­دهنده آن است که الگوی نامعین می­ تواند برخی ویژگی‌های داده ­ها از جمله رکود – تورمی مشاهده شده در برخی سال‌ها را نشان دهد. طبقه‌بندی JEL: E31, E43, E52, E61","['الگوی نامعین', 'الگوریتم سیمز', 'الگوریتم لیوبیک - شورفهید', 'عوامل پایه\xad ای و غیرپایه \xadای']"
153,بررسی و مدل‌سازی سقوط بزرگ بورس اوراق بهادار تهران در دی‌ماه ‌1392‌ با‌ استفاده ‌از مدل‌ قاعده توانی تناوب لگاریتمی,"['احمد  قلی برکیش', 'تقی  ابراهیمی سالاری', 'نرگس  صالح نیا']",https://jte.ut.ac.ir/article_70072_9c9f34ae185bd653c4267073b2636991.pdf,"یکی از مهم‌ترین حوادث اقتصادی چند سال اخیر وقوع سقوط‌ شدید بورس اوراق بهادار تهران در دی‌ماه 1392 بوده است. با توجه به دیدگاه‌های متفاوت کارشناسان و مدیران بورس در مورد عوامل مؤثر بر بروز حادثه مذکور، انجام مطالعاتی به منظور شناسایی و تبیین دلایل این سقوط از اهمیت فراوانی برخوردار است. از این رو، مطالعه حاضر با استفاده از مدل LPPL به بررسی فرضیه شکل‌گیری حباب در بورس اوراق بهادار تهران در روزهای منتهی به سقوط پرداخته است. مدل LPPL یکی از جدیدترین روش‌هایی است که برای توصیف پویایی‌های قیمت در طول یک حباب داخلی و پیش‌بینی محتمل‌ترین زمان برای پایان یک حباب یا تغییر رژیم مورد استفاده قرار می‌گیرد. استفاده از این مدل ضمن تأیید وجود حباب در شاخص کل بورس اوراق بهادار تهران در روزهای منتهی به اواسط دی‌ماه 1392، سقوط (و یا تغییر رژیم) روی ­داده در تاریخ مذکور را با دقت بالایی پیش‌بینی می­ کند. بر اساس این نتایج، دیدگاه گروهی از کارشناسان که معتقدند حادثه رخ داده در دی‌ماه 1392 صرفاً ناشی از بعضی از عوامل بیرونی مانند طرح گران کردن خوراک پتروشیمی­ها بوده است، رد می­شود. طبقه‌بندی JEL: C53, G01, G17","['بورس اوراق بهادار تهران', 'حباب', 'مدل LPPL']"
154,ارزیابی اثر بی‌ثباتی درآمدهای نفتی بر رابطه نرخ ارز با تراز تجاری در ایران: رویکرد غیر خطی,"['علیرضا  کازرونی', 'محمد مهدی  برقی اسگویی', 'حسین  اصغرپور', 'هانا  ابوالحسن بیگی']",https://jte.ut.ac.ir/article_70073_1e0a4847a6b4c41512cb11e41a0797cb.pdf,"یکی از ویژگی‌های بارز اقتصاد ایران وابستگی شدید آن به درآمدهای دلاری نفتی می‌باشد. بی‌ثباتی درآمدهای دلاری نفتی با ایجاد بی‌ثباتی در فضای اقتصاد کلان می‌تواند روابط بین متغیرهای اقتصادی را تغییر دهد. هدف این مطالعه بررسی اثر غیرخطی بی‌ثباتی درآمدهای نفتی بر رابطه نرخ ارز با تراز تجاری (غیرنفتی) طی دوره ۱۳۵۲- ۱۳۹۵ برای اقتصاد ایران می‌باشد. برای این منظور ابتدا بی‌ثباتی درآمدهای نفتی با استفاده از روش گارچ نمایی (EGARCH) کمی سازی شده سپس مدل تحقیق، با استفاده از رهیافت مارکوف- سوئیچینگ برآورد شده است. نتایج حاکی از آن است که رفتار تراز تجاری در ایران، قابل تفکیک به سه رژیم (کسری تراز تجاری پایین، متوسط و بالا) می‌باشد. افزایش نرخ ارز موجب بهبود تراز تجاری در هر سه رژیم شده است. اثر بی‌ثباتی درآمدهای نفتی بر رابطه نرخ ارز با تراز تجاری در هر سه رژیم منفی اما در رژیم کسری تراز تجاری بالا و پایین معنادار است. پس می‌توان نتیجه گرفت بی‌ثباتی درآمدهای نفتی موجب تضعیف اثر نرخ ارز بر تراز تجاری در رژیم کسری تراز تجاری بالا و پایین شده است. طبقه‌بندی JEL : F31, F14, C22","['نرخ ارز', 'تراز تجاری', 'بی\u200cثباتی درآمدهای نفتی', 'مدل مارکوف- سوئیچینگ']"
